text,clo_code,target_score,bloom_level,keywords_found,confidence,label,metadata,split
Báo cáo thể hiện loại xuất sắc. phân tích Phân tích không một cách logic,CLO 3_ME2212,3.79,4,"['tích', 'trình', 'công', 'phân', 'không']",0.81,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2212', 'original_clo_description': 'Có tư duy phân tích được các quá trình gia công kim loại (không tạo phoi và tạo phoi)'}",train
Báo cáo thể hiện nghi chính xác. phát triển Áp dụng kiến thức  một cách hiệu quả,CLO12_,3.24,6,"['trường', 'sáng', 'thần', 'thay', 'thích']",0.809,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có phẩm chất đạo đức nghề nghiệp, tinh thần học tập nghiêm túc, năng lực nghiên cứu độc lập, tư duy sáng tạo, thích nghi nhanh với sự thay đổi của môi trường, có khả năng định hướng và tìm kiếm cơ hội phát triển nghề nghiệp, thực hiện tốt trách nhiệm công dân.'}",train
Báo cáo thể hiện tổng rõ ràng. phân loại Kết luận chính xác và có căn cứ,CLO 2_AET3218,3.37,2,"['thống', 'thành', 'tổng', 'hiểu']",0.861,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3218', 'original_clo_description': 'Hiểu được về cấu tạo, nguyên lý làm việc của các hệ thống, cơ cấu, tổng thành trên ôtô'}",train
Báo cáo không thể hiện trên. xác định Kết luận thiếu căn cứ chưa tốt,CLO 2_,0.34,1,"['nguyên', 'phân']",0.715,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Phân thích được các hiện tượng, nguyên nhân hư hỏng các cụm, hệ thống, cơ cấu trên xe ô tô'}",train
Báo cáo thể hiện quang chi tiết. mô tả Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 5_ME3271,3.98,2,"['điện', 'trên', 'giáp']",0.843,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3271', 'original_clo_description': 'Hàn được các mối hàn bằng giáp mối, hàn bằng lấp góc trên máy hàn điện hồ quang tay, đảm bảo yêu cầu kỹ thuật.'}",train
Sinh viên đã thực hiện chọn đầy đủ và Phân tích tích một cách logic,CLO 2_ME2256,3.99,3,"['phương', 'hình', 'chọn']",0.896,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2256', 'original_clo_description': 'Sử dụng và lựa chọn đúng phương pháp phân tích, xây dựng mô hình CAE'}",train
Báo cáo thể hiện chất chính xác. giải thích Phân tích nghề đơn giản,CLO 4_AET3229,2.61,2,"['chuyên', 'nghề']",0.719,neutral,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3229', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Thiếu chất trong bài làm. nêu Phân tích nhân còn hạn chế không chính xác,CLO 4_,1.18,1,"['nghề', 'năng']",0.601,negative,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_negative', 'course_code': '', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Thiếu tích trong bài làm. tính toán Áp dụng kiến thức AET3217 ở mức độ cơ bản không chính xác,CLO 3_AET3217,2.58,3,"['tiết', 'kiến', 'dụng']",0.816,neutral,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3217', 'original_clo_description': 'Phân tích được cấu tạo, nguyên lý làm việc của các hệ thống, tổng thành; vận dụng được các kiến thức để tính toán, thiết kế một số chi tiết, cụm, tổng thành, hệ thống thuộc gầm ô tô.'}",train
Sinh viên đã sáng tạo lich hoàn chỉnh và Kết luận chính xác và có căn cứ,CLO 3_AET4243,3.94,6,"['tổng', 'khoa', 'nhiệm']",0.815,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET4243', 'original_clo_description': 'Có tư duy tổng hợp về lich vực khoa học được nêu lên trong nhiệm vụ của đồ án'}",train
Báo cáo thể hiện thuật đầy đủ. phân loại Sử dụng thuật ngữ cơ bản,CLO4_,2.32,2,['dạng'],0.718,neutral,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': ') và bố cục thành các chương như sau: Chương 1. Khái niệm chung về bản vẽ điện, điện tử: 3 (02 LT; 01 BT) Chương 2. Các ký hiệu, quy ước dùng trong bản vẽ điện, điện tử: 09 (06 LT; 03 BT) Chương 3. Vẽ sơ đồ điện: 12 (09 LT; 03 BT) Chương 4. Nguyên tắc chuyển đổi các dạng sơ đồ và dự trù vật tư: 06 (03 LT; 03 BT) Cụ thể: Điều chỉnh, bổ sung nội dung - Vẽ các ký hiệu điện, điện tử trong sơ đồ cung cấp điện ở chương 2 - Vẽ sơ đồ mặt bằng, sơ đồ vị trí; Vẽ sơ đồ nối dây; Vẽ sơ đồ đơn tuyến; Vẽ các sơ đồ điều khiển mạng điện công nghiệp ở chương 3 2. Ý kiến của các thành viên: Sau khi tìm hiểu, nghiên cứu và xem xét, các thành viên đều nhất trí với những nội dung trong cuộc họp đã được nêu ra trong quá trình xây dựng, điều chỉnh ĐCCT. Tuy nhiên cũng có một số ý kiến đóng góp xây dựng để ĐCCT hoàn thiện hơn: Ý kiến 1: Các nội dung kiến thức trong ĐCCT về cơ bản đã đáp ứng được các mục tiêu khi xây dựng chuẩn đầu ra của học phần. Tuy nhiên cần giới thiệu thêm các tài liệu tham khảo để người học dễ dàng tiếp cận. Ý kiến 2: Trong nội dung, bố cục ở các chương nên chia tách ra những tiểu mục nhỏ để người học dễ phân loại và tránh nhầm lẫn về kiến thức Ý kiến 3: Với thời lượng 2 tín chỉ có nên mở rộng thêm những kiến thức chuyên sâu liên quan đến nội dung về vẽ điện, mạch điện cụ thể không 3. Trả lời các câu hỏi đã được nêu: - Trả lời ý kiến 1: Đồng ý bổ sung thêm tài liệu tham khảo - Trả lời ý kiến 2: Ở nội dung chương 3 sẽ chia nhỏ thành các tiểu mục để dễ phân loại và tra cứu kiến thức - Trả lời ý kiến 3: Nội dung kiến thức về cơ bản đã đáp ứng được mục tiêu xây dựng chuẩn đầu ra của học phần nên không cần mở rộng thêm kiến thức chuyên sâu liên quan về vẽ điện, mạch điện cụ thể vì trong CTĐT sau khi học xong học phần này SV còn được học học phần vẽ điện, điện tử. 4. Kết luận: Sau khi nghe, tiếp thu và chỉnh sửa theo các ý kiến đóng góp của các thành viên, tổ trưởng tổ xây dựng, chỉnh sửa ĐCCT đã thay mặt các thành viên đưa ra kết luận. - Đề cương chi tiết học phần Vẽ kỹ thuật (ME2217) đạt các yêu cầu quy định đối với đề cương chi tiết học phần theo CTĐT đã ban hành - Biên bản thảo luận ĐCCT được tổ chuyên môn nhất trí thông qua là cơ sở để đề xuất lên Hội đồng KH&ĐT Nhà trường xem xét ban hành sử dụng. Phiên họp kết thúc vào hồi 11 giờ 00, ngày 21 tháng 08 năm 2023. Các thành viên trong cuộc họp 100% nhất trí theo kết luận cuộc họp.'}",train
Nội dung không sử dụng dung. Phân tích chuyên đơn giản chưa rõ ràng,CLO 2_ME3267,2.48,3,['chuyên'],0.848,neutral,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_neutral', 'course_code': 'ME3267', 'original_clo_description': 'Sử dụng và lựa chọn các trang thiết bị chuyên dung để chẩn đoán, bảo dưỡng, sửa chữa hệ thống điều hòa không khí trên ô tô'}",train
Sinh viên vận dụng theo một cách chi tiết. Kết luận cơ bản,CLO 2_ME2212,2.28,3,['theo'],0.719,neutral,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2212', 'original_clo_description': 'Sử dụng và lựa chọn được vật liệu dùng trong gia công cơ khí và chế độ gia công phù hợp kèm theo'}",train
Sinh viên đánh giá hiện một cách tốt. Thể hiện hiểu biết sâu sắc về dạng,CLO 6_ME3271,3.19,4,"['phát', 'hiện', 'pháp']",0.899,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3271', 'original_clo_description': 'Kiểm tra, phát hiện và đưa ra biện pháp khắc phục được các dạng khuyết tật mối hàn.'}",train
Sinh viên đã sử dụng tích chi tiết và Thể hiện hiểu biết sâu sắc về tĩnh,CLO 3_ME2205,3.75,3,"['tĩnh', 'tính', 'động']",0.908,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2205', 'original_clo_description': 'Có tư duy phân tích và tính toán, thiết kế các tham số kỹ thuật của bài toán cơ học, tĩnh học, động học và động lực học'}",train
Sinh viên đã hiểu động rõ ràng và Phân tích nguyên một cách logic,CLO 1_AET3236,3.42,2,"['chức', 'năng', 'động', 'nguyên']",0.884,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3236', 'original_clo_description': 'Hiểu rõ chức năng, cấu tạo, nguyên lý hộp số tự động trên ô tô'}",train
Nội dung mô tả rõ ràng về khoa. Kết luận chính xác và có căn cứ,CLO 1_AET4243,3.22,2,"['kiến', 'những', 'khoa', 'nhiệm']",0.842,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET4243', 'original_clo_description': 'Hiểu rõ được nhiệm vụ học phần, vận dụng những kiến thức đã học để hoàn thành một nhiệm vụ khoa học được nêu trong đồ án.'}",train
Báo cáo thể hiện toán rõ ràng. thực hiện Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 2_ME3234,3.15,3,"['thiết', 'dụng', 'toán', 'thức', 'điều']",0.873,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3234', 'original_clo_description': 'Sử dụng và lựa chọn đúng các phương thức tính toán, thiết kế hệ thống điều khiển logic và điều khiển quá trình kỹ thuật'}",train
Sinh viên đã sử dụng hình chính xác và Phân tích tính một cách logic,CLO 3_ME2255,3.11,3,"['ghép', 'thước', 'dạng']",0.878,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2255', 'original_clo_description': 'Có tư duy tính toán giải các bài toán về lắp ghép,  xây dựng chuỗi kích thước và đo được hình dạng các chi tiết'}",train
Sinh viên đã so sánh thực tốt và Thể hiện hiểu biết sâu sắc về thực,CLO 4_AET3276,3.71,2,"['nhiệm', 'tích', 'trách', 'thân', 'trình']",0.874,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3276', 'original_clo_description': 'Ý thức được vai trò và vị trí của bản thân trong một đại lý ôtô. Có trách nhiệm tích cực làm việc, học tập trong quá trình thực tập'}",train
Nội dung phân loại rõ ràng về bằng. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 6_ME3270,3.88,2,"['dụng', 'chữa', 'bằng']",0.884,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Sửa chữa được các dụng cụ gia công bằng tay'}",train
Báo cáo thể hiện tích tốt. vận dụng Phân tích giải một cách logic,CLO 3_ME3268,3.18,3,"['thống', 'phản', 'đoán']",0.865,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3268', 'original_clo_description': 'Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực chẩn đoán sửa chữa ô tô.'}",train
